Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2009","2009","t","736660","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2010","2010","t","744160","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2011","2011","t","794783","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2012","2012","t","495231","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2013","2013","t","1008647","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2014","2014","t","1101682","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2015","2015","t","922283","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2016","2016","t","1292921","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2017","2017","t","1250702","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2018","2018","t","1162778","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2019","2019","t","1147482","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2020","2020","t","569735","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2021","2021","t","1565200","A","Official figure",""
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","0111","Wheat","2022","2022","t","855000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1993","1993","t","5314104","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1994","1994","t","6135299","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1995","1995","t","7666538","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1996","1996","t","3143818","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1997","1997","t","7156188","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1998","1998","t","5181823","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","1999","1999","t","4661439","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2000","2000","t","4434438","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2001","2001","t","7735136","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2002","2002","t","4420995","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2003","2003","t","2479052","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2004","2004","t","7812428","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2005","2005","t","7340664","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2006","2006","t","5526190","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2007","2007","t","3044465","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2008","2008","t","7180984","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2009","2009","t","5202526","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2010","2010","t","5811810","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2011","2011","t","7131590","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2012","2012","t","5297748","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2013","2013","t","7296373","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2014","2014","t","7584814","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2015","2015","t","7962421","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2016","2016","t","8431131","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2017","2017","t","10034955","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2018","2018","t","10143670","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2019","2019","t","10297110","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2020","2020","t","6392370","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2021","2021","t","10433750","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","0111","Wheat","2022","2022","t","8684240","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1993","1993","t","43546550","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1994","1994","t","32128210","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1995","1995","t","30118470","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1996","1996","t","34831232","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1997","1997","t","44235132","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1998","1998","t","26994700","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","1999","1999","t","30996953","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2000","2000","t","34460052","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2001","2001","t","46996294","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2002","2002","t","50622106","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2003","2003","t","34069788","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2004","2004","t","45433661","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2005","2005","t","47614681","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2006","2006","t","44926880","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2007","2007","t","49367973","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2008","2008","t","63765140","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2009","2009","t","61739751","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2010","2010","t","41507581","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2011","2011","t","56239994","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2012","2012","t","37719640","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2013","2013","t","52090797","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2014","2014","t","59711381.9","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2015","2015","t","61785799.2","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2016","2016","t","73345679","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2017","2017","t","86002542","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2018","2018","t","72136149","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2019","2019","t","74452692","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2020","2020","t","85896325.7","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2021","2021","t","76060948.4","A","Official figure",""
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","0111","Wheat","2022","2022","t","104233944","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1993","1993","t","1528513","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1994","1994","t","2144626","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1995","1995","t","1937937","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1996","1996","t","1713061","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1997","1997","t","1885961","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1998","1998","t","1789299","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","1999","1999","t","1187264","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2000","2000","t","1254310","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2001","2001","t","1800086","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2002","2002","t","1554425","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2003","2003","t","930363","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2004","2004","t","1764846","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2005","2005","t","1607868","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2006","2006","t","1342693","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2007","2007","t","1379643","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2008","2008","t","1819479","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2009","2009","t","1537905","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2010","2010","t","1185286","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2011","2011","t","1631112","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2012","2012","t","1275302","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2013","2013","t","1684274","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2014","2014","t","2072405.3","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2015","2015","t","2082134","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2016","2016","t","2434213","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2017","2017","t","1770659","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2018","2018","t","1927930","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2019","2019","t","1939130","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2020","2020","t","2133330","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2021","2021","t","2002240","A","Official figure",""
"QCL","Crops and livestock products","703","Slovakia","5510","Production","0111","Wheat","2022","2022","t","2048150","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1993","1993","t","21831008","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1994","1994","t","13856600","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1995","1995","t","16273300","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1996","1996","t","13547100","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1997","1997","t","18403900","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1998","1998","t","14936600","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","1999","1999","t","13585300","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2000","2000","t","10197000","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2001","2001","t","21348000","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2002","2002","t","20556000","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2003","2003","t","11430883.59","I","Imputed value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2004","2004","t","17520200","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2005","2005","t","18699200","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2006","2006","t","13947300","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2007","2007","t","13937700","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2008","2008","t","25885400","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2009","2009","t","20886400","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2010","2010","t","16851300","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2011","2011","t","22323600","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2012","2012","t","15762600","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2013","2013","t","22279300","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2014","2014","t","24113970","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2015","2015","t","26532100","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2016","2016","t","26098830","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2017","2017","t","26208980","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2018","2018","t","24652840","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2019","2019","t","28370280","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2020","2020","t","24912350","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2021","2021","t","32183300","A","Official figure",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2022","2022","t","20729240","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1993","1993","t","92152725","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1994","1994","t","75153809","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1995","1995","t","78252800","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1996","1996","t","72636758","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1997","1997","t","94436819","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1998","1998","t","72126422","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","1999","1999","t","70304334","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2000","2000","t","71100005","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2001","2001","t","102965307","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2002","2002","t","100490188","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2003","2003","t","65667434.77","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2004","2004","t","99416080","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2005","2005","t","98976624","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2006","2006","t","85753758","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2007","2007","t","88166325","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2008","2008","t","126152037","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2009","2009","t","114625916","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2010","2010","t","89248697","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2011","2011","t","113071188","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2012","2012","t","83696681","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2013","2013","t","111209694","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2014","2014","t","125189319.2","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2015","2015","t","128756230.2","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2016","2016","t","141491073","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2017","2017","t","155650904.16","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2018","2018","t","137106542","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2019","2019","t","145832344","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2020","2020","t","150139391.7","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2021","2021","t","154174048.4","A","Official figure",""
"QCL","Crops and livestock products","151","Eastern Europe","5510","Production","0111","Wheat","2022","2022","t","168086864","A","Official figure",""
